Sensor(0-Laser,1-Radar)                     Timestamp                 NIS
                   0              125468                   0
                   1              125473             8.02168
                   0              125478            0.141351
                   1              125483             1.88855
                   0              125488           0.0886799
                   1              125493             3.19357
                   0              125498            0.197208
                   1              125503             2.57497
                   0              125508            0.052881
                   1              125513            0.180439
                   0              125518            0.931311
                   1              125523             1.41252
                   0              125528             2.07877
                   1              125533             4.40619
                   0              125538            0.407004
                   1              125543             1.46676
                   0              125548             10.7245
                   1              125553            0.771644
                   0              125558              3.4325
                   1              125563             1.33636
                   0              125568              1.8788
                   1              125573             2.94283
                   0              125578             3.61666
                   1              125583            0.203178
                   0              125588            0.183918
                   1              125593              1.1159
                   0              125598             2.19349
                   1              125603             4.22846
                   0              125608            0.602734
                   1              125613             1.77679
                   0              125618            0.221526
                   1              125623             4.91774
                   0              125628            0.451701
                   1              125633             6.76319
                   0              125638            0.739106
                   1              125643             3.89307
                   0              125648             1.82717
                   1              125653             2.98188
                   0              125658             1.05785
                   1              125663             1.22756
                   0              125668             1.77204
                   1              125673             2.74403
                   0              125678             2.44619
                   1              125683            0.665247
                   0              125688            0.247072
                   1              125693            0.959698
                   0              125698            0.662518
                   1              125703            0.246742
                   0              125708             3.33797
                   1              125713             1.89516
                   0              125718             2.19803
                   1              125723             8.61736
                   0              125728             1.16538
                   1              125733            0.126603
                   0              125738            0.370256
                   1              125743            0.746434
                   0              125748             2.81643
                   1              125753             2.84611
                   0              125758            0.373358
                   1              125763              1.9871
                   0              125768             0.19243
                   1              125773             1.33749
                   0              125778            0.505831
                   1              125783             0.77945
                   0              125788            0.252729
                   1              125793            0.766463
                   0              125798            0.488231
                   1              125803             1.13905
                   0              125808             0.63941
                   1              125813             1.66415
                   0              125818           0.0791209
                   1              125823             2.63141
                   0              125828             1.03335
                   1              125833            0.391978
                   0              125838              1.3219
                   1              125843             1.00142
                   0              125848             0.98513
                   1              125853            0.238992
                   0              125858             1.31123
                   1              125863            0.524923
                   0              125868             3.12666
                   1              125873             2.99195
                   0              125878             2.52609
                   1              125883            0.320423
                   0              125888             1.21675
                   1              125893             1.93319
                   0              125898             2.87136
                   1              125903            0.308202
                   0              125908              3.7936
                   1              125913            0.753865
                   0              125918             3.73551
                   1              125923             1.39568
                   0              125928             1.47924
                   1              125933             7.44794
                   0              125938            0.687437
                   1              125943             2.03062
                   0              125948             1.88676
                   1              125953              4.4422
                   0              125958            0.545856
                   1              125963             7.28889
                   0              125968             5.68048
                   1              125973             4.10157
                   0              125978            0.365064
                   1              125983             2.30481
                   0              125988             2.58986
                   1              125993              2.2188
                   0              125998            0.747778
                   1              126003             1.28815
                   0              126008             1.55724
                   1              126013            0.784393
                   0              126018            0.432786
                   1              126023              1.2992
                   0              126028            0.728968
                   1              126033             3.34066
                   0              126038             2.41593
                   1              126043             5.33449
                   0              126048             2.25419
                   1              126053             1.34662
                   0              126058             1.20368
                   1              126063             1.60964
                   0              126068              0.3055
                   1              126073            0.249844
                   0              126078            0.558001
                   1              126083             5.71148
                   0              126088             1.19535
                   1              126093             6.59639
                   0              126098             3.10522
                   1              126103             1.26376
                   0              126108             1.37399
                   1              126113             2.88983
                   0              126118            0.467338
                   1              126123             6.00189
                   0              126128             1.49223
                   1              126133             1.87393
                   0              126138           0.0285431
                   1              126143             3.03008
                   0              126148             2.92641
                   1              126153              3.2569
                   0              126158             0.40391
                   1              126163             10.1549
                   0              126168            0.699238
                   1              126173             3.22954
                   0              126178            0.880888
                   1              126183             5.15226
                   0              126188             2.15526
                   1              126193             2.38383
                   0              126198            0.569273
                   1              126203             1.06724
                   0              126208            0.681858
                   1              126213           0.0833848
                   0              126218             1.22799
                   1              126223               1.323
                   0              126228            0.310807
                   1              126233             2.20319
                   0              126238             1.89629
                   1              126243             2.77017
                   0              126248            0.293883
                   1              126253            0.868739
                   0              126258              1.6086
                   1              126263             1.00654
                   0              126268            0.442521
                   1              126273             4.12823
                   0              126278           0.0750515
                   1              126283             4.94653
                   0              126288             4.27211
                   1              126293             1.12395
                   0              126298             1.26604
                   1              126303            0.646876
                   0              126308            0.215255
                   1              126313             1.54525
                   0              126318             3.12132
                   1              126323             4.60287
                   0              126328              2.5522
                   1              126333            0.110825
                   0              126338            0.111067
                   1              126343             3.28409
                   0              126348            0.974586
                   1              126353            0.289822
                   0              126358            0.126985
                   1              126363            0.614761
                   0              126368            0.243096
                   1              126373             3.11546
                   0              126378           0.0872836
                   1              126383             1.14963
                   0              126388             2.64324
                   1              126393              1.7654
                   0              126398              1.9642
                   1              126403              4.0067
                   0              126408            0.122177
                   1              126413             1.72728
                   0              126418            0.926745
                   1              126423            0.711267
                   0              126428            0.554063
                   1              126433             5.22598
                   0              126438              3.5485
                   1              126443              3.1527
                   0              126448            0.958036
                   1              126453             1.62131
                   0              126458              6.0852
                   1              126463             1.90995
                   0              126468           0.0740234
                   1              126473             1.21728
                   0              126478            0.416666
                   1              126483             4.24421
                   0              126488             2.43606
                   1              126493             0.23498
                   0              126498              1.2203
                   1              126503             1.49207
                   0              126508            0.434499
                   1              126513            0.913803
                   0              126518             0.96131
                   1              126523              2.0248
                   0              126528             1.12636
                   1              126533              1.6326
                   0              126538            0.350604
                   1              126543            0.464529
                   0              126548             4.74263
                   1              126553            0.291411
                   0              126558             1.25522
                   1              126563            0.761015
                   0              126568             3.04705
                   1              126573             2.31821
                   0              126578            0.822448
                   1              126583             3.34026
                   0              126588            0.331655
                   1              126593             2.81794
                   0              126598             3.66437
                   1              126603             1.43757
                   0              126608             1.08631
                   1              126613             1.35517
                   0              126618            0.391468
                   1              126623            0.606487
                   0              126628             2.95059
                   1              126633            0.749872
                   0              126638             1.10839
                   1              126643              1.8337
                   0              126648             3.88128
                   1              126653             1.90837
                   0              126658           0.0408836
                   1              126663             2.24067
                   0              126668               1.278
                   1              126673             5.19821
                   0              126678             0.93187
                   1              126683             4.02712
                   0              126688            0.291074
                   1              126693             1.88278
                   0              126698             1.99588
                   1              126703             1.94322
                   0              126708            0.240639
                   1              126713             4.84327
                   0              126718             2.22075
                   1              126723              1.5192
                   0              126728            0.571726
                   1              126733            0.552029
                   0              126738             1.20793
                   1              126743             1.41338
                   0              126748            0.778049
                   1              126753             2.59749
                   0              126758             1.34753
                   1              126763             3.17573
                   0              126768            0.241199
                   1              126773            0.941702
                   0              126778             1.40708
                   1              126783            0.335633
                   0              126788            0.380692
                   1              126793             3.69897
                   0              126798            0.888429
                   1              126803            0.134172
                   0              126808             5.61519
                   1              126813            0.681433
                   0              126818             3.31411
                   1              126823             6.61642
                   0              126828             1.53927
                   1              126833             5.71461
                   0              126838             1.42734
                   1              126843             2.60467
                   0              126848             1.31982
                   1              126853             4.06897
                   0              126858              2.2274
                   1              126863             2.90301
                   0              126868             1.33279
                   1              126873             1.28135
                   0              126878             0.31384
                   1              126883             3.84084
                   0              126888            0.423822
                   1              126893            0.931018
                   0              126898             2.62374
                   1              126903            0.119948
                   0              126908              1.3771
                   1              126913             4.52373
                   0              126918             4.12025
                   1              126923            0.433754
                   0              126928             0.84386
                   1              126933            0.490289
                   0              126938             1.29705
                   1              126943             0.89903
                   0              126948            0.273362
                   1              126953             2.45163
                   0              126958             2.02328
                   1              126963            0.295179
                   0              126968           0.0367089
                   1              126973             4.59089
                   0              126978             2.65835
                   1              126983             1.40886
                   0              126988             1.38215
                   1              126993             6.07755
                   0              126998            0.625563
                   1              127003            0.628955
                   0              127008             3.59224
                   1              127013             1.51144
                   0              127018             3.05938
                   1              127023             1.24702
                   0              127028             3.55646
                   1              127033             1.58888
                   0              127038             2.55258
                   1              127043            0.296439
                   0              127048            0.226823
                   1              127053             1.34476
                   0              127058             1.26956
                   1              127063            0.895074
                   0              127068             4.37014
                   1              127073             2.17816
                   0              127078             1.42956
                   1              127083             2.04089
                   0              127088              1.7627
                   1              127093             1.49888
                   0              127098             1.14679
                   1              127103            0.460102
                   0              127108             1.47812
                   1              127113              4.4556
                   0              127118             5.11977
                   1              127123             0.93724
                   0              127128             1.80355
                   1              127133             1.91688
                   0              127138            0.705673
                   1              127143             4.72586
                   0              127148             1.68279
                   1              127153             7.60562
                   0              127158            0.415947
                   1              127163             1.51267
                   0              127168            0.190903
                   1              127173            0.246858
                   0              127178              1.7419
                   1              127183             1.57152
                   0              127188            0.288139
                   1              127193             3.73659
                   0              127198             2.96437
                   1              127203            0.703921
                   0              127208            0.665408
                   1              127213             4.48323
                   0              127218             14.2625
                   1              127223             1.59912
                   0              127228              1.2769
                   1              127233             2.70837
                   0              127238            0.890922
                   1              127243             2.00876
                   0              127248            0.599068
