Timestamp                 NIS
              126443             3.38506
              126448             1.00898
              126453              2.3871
              126458             6.18879
              126463             2.43747
              126468           0.0515213
              126473             2.48612
              126478            0.505435
              126483             4.48807
              126488             2.29213
              126493            0.435486
              126498             1.13579
              126503             2.73716
              126508             0.56431
              126513            0.866097
              126518              1.4096
              126523             2.17148
              126528             1.23051
              126533             2.07834
              126538            0.471488
              126543             1.86336
              126548             3.83222
              126553            0.396995
              126558             1.68306
              126563             1.69088
              126568             3.02988
              126573             3.41479
              126578            0.652646
              126583             3.34306
              126588            0.445073
              126593             2.52727
              126598             3.11255
              126603             1.52367
              126608            0.800194
              126613             3.02487
              126618            0.511404
              126623             1.33847
              126628             2.21443
              126633            0.701069
              126638            0.968696
              126643             2.13301
              126648             3.90171
              126653             2.18268
              126658           0.0624793
              126663             2.39364
              126668             1.17081
              126673              5.4705
              126678            0.704906
              126683             4.26623
              126688            0.204089
              126693             2.42443
              126698             2.42447
              126703             3.06391
              126708             0.18888
              126713             4.05515
              126718             1.98677
              126723             1.61626
              126728            0.571355
              126733            0.704068
              126738             1.85774
              126743             1.57048
              126748             1.66706
              126753             1.86309
              126758             1.08441
              126763             4.02956
              126768           0.0227956
              126773            0.470828
              126778             1.31668
              126783             0.36156
              126788            0.478483
              126793              3.5524
              126798             1.30589
              126803           0.0643972
              126808             5.42865
              126813             1.30598
              126818             3.85603
              126823             5.75305
              126828             1.59691
              126833             8.84744
              126838              1.5634
              126843              3.2713
              126848             1.74794
              126853              4.8962
              126858             2.42623
              126863             3.24354
              126868            0.874856
              126873             2.36658
              126878            0.767073
              126883             3.25224
              126888            0.209557
              126893            0.801513
              126898             3.19445
              126903            0.324453
              126908             1.39695
              126913             4.44599
              126918             4.31417
              126923            0.479528
              126928            0.735408
              126933            0.442855
              126938             1.26509
              126943             1.81095
              126948            0.174444
              126953             3.11775
              126958             2.04031
              126963            0.297673
              126968           0.0756363
              126973              5.0981
              126978             3.50032
              126983             1.28788
              126988            0.960284
              126993             7.02812
              126998            0.652293
              127003            0.698776
              127008             3.82285
              127013             1.41972
              127018             3.42171
              127023             1.34042
              127028             3.56183
              127033             1.56233
              127038             2.67777
              127043            0.923115
              127048            0.206881
              127053             2.90003
              127058             1.37482
              127063              1.2256
              127068             4.12712
              127073             2.62665
              127078              1.3974
              127083             2.78225
              127088             1.89322
              127093             2.78222
              127098            0.937052
              127103            0.453599
              127108             1.74287
              127113             4.53484
              127118             5.28154
              127123             2.09755
              127128             2.01327
              127133             2.15046
              127138            0.500229
              127143             4.75441
              127148             1.46171
              127153             8.27883
              127158            0.510771
              127163             1.65409
              127168            0.155134
              127173             0.36877
              127178             2.16386
              127183             1.75272
              127188            0.274948
              127193             3.82881
              127198             3.13493
              127203             0.85259
              127208            0.771841
              127213             4.75576
              127218             15.0563
              127223             1.51191
              127228            0.957904
              127233             2.60788
              127238             1.02745
              127243             1.99051
              127248            0.997359
              127253             5.72337
              127258           0.0463779
              127263             2.56175
              127268             1.60353
              127273            0.681114
              127278             5.95021
              127283              2.4695
              127288             1.98117
              127293             2.59887
              127298            0.919944
              127303            0.798065
              127308             2.52026
              127313             2.01981
              127318             2.73709
              127323             3.45464
              127328             5.37892
              127333            0.317101
              127338             2.88496
              127343             1.80472
              127348            0.390423
              127353            0.997247
              127358            0.598124
              127363             5.55217
              127368            0.451079
              127373            0.199548
              127378            0.684908
              127383             11.4168
              127388             1.66407
              127393               2.117
              127398              3.9307
              127403           0.0785956
              127408             1.35017
              127413              2.4536
              127418             5.95331
              127423             1.45278
              127428            0.997684
              127433             1.79135
              127438              1.2348
              127443             1.88006
              127448           0.0010447
              127453             5.10529
              127458            0.754259
              127463             2.34023
              127468             2.55104
              127473             2.73516
              127478             1.24791
              127483             1.83042
              127488             2.48069
              127493             5.80183
              127498            0.420505
              127503             8.36155
              127508            0.685055
              127513            0.725383
              127518            0.839791
              127523            0.374147
              127528            0.161263
              127533              3.0501
              127538              1.4375
              127543             2.11772
              127548            0.320737
              127553             1.10156
              127558             3.60996
              127563             0.55563
              127568             2.18148
              127573             9.05825
              127578            0.387371
              127583             2.31487
              127588              1.0258
              127593            0.806566
              127598             1.16047
              127603             2.94566
              127608           0.0114792
              127613             4.40292
              127618           0.0525882
              127623             1.09569
              127628             4.20475
              127633             5.64969
              127638            0.919562
              127643             2.05462
              127648             0.33555
              127653             2.14896
              127658             2.09391
              127663             5.82006
              127668           0.0312795
              127673             1.51619
              127678             4.75556
              127683             4.98973
              127688             2.77907
              127693             5.46681
              127698             1.31686
              127703             1.02961
              127708            0.588039
              127713            0.445937
              127718            0.824255
              127723             5.00829
              127728             6.21742
              127733             1.71432
              127738            0.649177
              127743             4.99501
              127748             2.59549
              127753             3.27799
              127758            0.400592
              127763            0.353406
              127768            0.384828
              127773           0.0424231
              127778             1.06605
              127783            0.410212
              127788              1.6199
              127793              0.2643
              127798              2.0488
              127803             7.19984
              127808            0.295816
              127813             6.68618
              127818             1.82985
              127823            0.591107
              127828             7.81119
              127833            0.625272
              127838             1.02102
              127843             0.66692
              127848             3.45352
              127853             1.04793
              127858             2.53865
              127863            0.222331
              127868             1.76475
              127873             2.81944
              127878            0.843945
              127883              7.5124
              127888             2.64393
              127893             0.97418
              127898            0.997782
              127903             7.18557
              127908             2.05191
              127913             3.86357
              127918            0.765798
              127923             2.43587
              127928             1.06146
              127933             6.40966
              127938             3.82981
              127943             1.40679
              127948             6.42889
              127953             1.50086
              127958            0.664235
