Sensor(0-Laser,1-Radar)                     Timestamp                 NIS
                   0              127618           0.0525882
                   1              127623             1.09569
                   0              127628             4.20475
                   1              127633             5.64969
                   0              127638            0.919562
                   1              127643             2.05462
                   0              127648             0.33555
                   1              127653             2.14896
                   0              127658             2.09391
                   1              127663             5.82006
                   0              127668           0.0312795
                   1              127673             1.51619
                   0              127678             4.75556
                   1              127683             4.98973
                   0              127688             2.77907
                   1              127693             5.46681
                   0              127698             1.31686
                   1              127703             1.02961
                   0              127708            0.588039
                   1              127713            0.445937
                   0              127718            0.824255
                   1              127723             5.00829
                   0              127728             6.21742
                   1              127733             1.71432
                   0              127738            0.649177
                   1              127743             4.99501
                   0              127748             2.59549
                   1              127753             3.27799
                   0              127758            0.400592
                   1              127763            0.353406
                   0              127768            0.384828
                   1              127773           0.0424231
                   0              127778             1.06605
                   1              127783            0.410212
                   0              127788              1.6199
                   1              127793              0.2643
                   0              127798              2.0488
                   1              127803             7.19984
                   0              127808            0.295816
                   1              127813             6.68618
                   0              127818             1.82985
                   1              127823            0.591107
                   0              127828             7.81119
                   1              127833            0.625272
                   0              127838             1.02102
                   1              127843             0.66692
                   0              127848             3.45352
                   1              127853             1.04793
                   0              127858             2.53865
                   1              127863            0.222331
                   0              127868             1.76475
                   1              127873             2.81944
                   0              127878            0.843945
                   1              127883              7.5124
                   0              127888             2.64393
                   1              127893             0.97418
                   0              127898            0.997782
                   1              127903             7.18557
                   0              127908             2.05191
                   1              127913             3.86357
                   0              127918            0.765798
                   1              127923             2.43587
                   0              127928             1.06146
                   1              127933             6.40966
                   0              127938             3.82981
                   1              127943             1.40679
                   0              127948             6.42889
                   1              127953             1.50086
                   0              127958            0.664235
