Sensor(0-Laser,1-Radar)                     Timestamp                 NIS
                   0              126518              1.1216
                   1              126523             2.19531
                   0              126528              1.2302
                   1              126533             2.01288
                   0              126538            0.367186
                   1              126543             1.10559
                   0              126548             4.50369
                   1              126553            0.303378
                   0              126558              1.3202
                   1              126563             1.35824
                   0              126568             3.19733
                   1              126573             2.60104
                   0              126578            0.741659
                   1              126583             3.33071
                   0              126588            0.375781
                   1              126593             2.75965
                   0              126598             3.61159
                   1              126603             1.51205
                   0              126608             1.05288
                   1              126613             2.25623
                   0              126618            0.432656
                   1              126623            0.885543
                   0              126628             2.55952
                   1              126633            0.773181
                   0              126638             1.07975
                   1              126643             2.00281
                   0              126648             3.85256
                   1              126653             2.07896
                   0              126658           0.0378825
                   1              126663             2.24622
                   0              126668             1.28962
                   1              126673              5.3355
                   0              126678              0.8203
                   1              126683             4.25791
                   0              126688            0.235196
                   1              126693             2.17717
                   0              126698             2.09856
                   1              126703             2.43951
                   0              126708            0.156771
                   1              126713             4.62724
                   0              126718             2.17802
                   1              126723             1.65163
                   0              126728            0.576859
                   1              126733            0.671226
                   0              126738              1.5935
                   1              126743             1.47036
                   0              126748             1.15406
                   1              126753             2.28028
                   0              126758             1.28203
                   1              126763             3.76469
                   0              126768           0.0565678
                   1              126773            0.640296
                   0              126778             1.33968
                   1              126783            0.342771
                   0              126788            0.441327
                   1              126793             3.67259
                   0              126798             1.10095
                   1              126803           0.0774526
                   0              126808             5.59195
                   1              126813             1.03535
                   0              126818             3.58432
                   1              126823             6.16073
                   0              126828             1.56485
                   1              126833              5.7793
                   0              126838             1.48856
                   1              126843             2.82892
                   0              126848             1.42846
                   1              126853             4.78824
                   0              126858             2.39975
                   1              126863             3.06587
                   0              126868             1.08957
                   1              126873             1.86016
                   0              126878            0.454347
                   1              126883             3.71519
                   0              126888            0.350196
                   1              126893            0.877543
                   0              126898             2.76826
                   1              126903            0.243767
                   0              126908             1.42851
                   1              126913              4.4533
                   0              126918             4.23889
                   1              126923            0.493111
                   0              126928            0.784053
                   1              126933            0.467317
                   0              126938              1.2861
                   1              126943             1.41962
                   0              126948            0.235018
                   1              126953             2.63304
                   0              126958             2.02171
                   1              126963            0.332993
                   0              126968           0.0328028
                   1              126973             4.73242
                   0              126978             2.89899
                   1              126983             1.42751
                   0              126988             1.24403
                   1              126993             6.48269
                   0              126998            0.658951
                   1              127003            0.604377
                   0              127008             3.74301
                   1              127013             1.48068
                   0              127018              3.2827
                   1              127023             1.33163
                   0              127028             3.49094
                   1              127033             1.56007
                   0              127038             2.62649
                   1              127043            0.513636
                   0              127048            0.232957
                   1              127053             2.34831
                   0              127058             1.35234
                   1              127063             1.21558
                   0              127068             4.24444
                   1              127073             2.41716
                   0              127078             1.42244
                   1              127083             2.53376
                   0              127088             1.78015
                   1              127093             2.33435
                   0              127098             1.10045
                   1              127103            0.521845
                   0              127108             1.53337
                   1              127113             4.51593
                   0              127118             5.32561
                   1              127123             1.48135
                   0              127128             1.99766
                   1              127133             1.95408
                   0              127138             0.59499
                   1              127143             4.67205
                   0              127148             1.67132
                   1              127153             7.97888
                   0              127158            0.494543
                   1              127163             1.66088
                   0              127168            0.173991
                   1              127173            0.327891
                   0              127178             1.85766
                   1              127183              1.7252
                   0              127188            0.300252
                   1              127193             3.75221
                   0              127198             3.05591
                   1              127203            0.848899
                   0              127208            0.707385
                   1              127213             4.61462
                   0              127218             14.6569
                   1              127223              1.6396
                   0              127228             1.10411
                   1              127233             2.66033
                   0              127238            0.942378
                   1              127243             2.00786
                   0              127248            0.748585
                   1              127253             5.29358
                   0              127258           0.0709149
                   1              127263              2.5591
                   0              127268             1.77743
                   1              127273            0.691599
                   0              127278             5.65138
                   1              127283             2.46142
                   0              127288             1.74377
                   1              127293             2.51735
                   0              127298             1.29403
                   1              127303            0.759529
                   0              127308             2.76085
                   1              127313             1.93054
                   0              127318              2.6233
                   1              127323             3.45171
                   0              127328             5.21597
                   1              127333            0.331602
                   0              127338              3.0682
                   1              127343             1.78774
                   0              127348            0.342351
                   1              127353            0.975937
                   0              127358            0.595784
                   1              127363             5.58707
                   0              127368            0.420261
                   1              127373            0.174661
                   0              127378            0.654114
                   1              127383             11.3142
                   0              127388             1.39074
                   1              127393             2.23078
                   0              127398             3.91559
                   1              127403           0.0324219
                   0              127408             1.44947
                   1              127413             2.30958
                   0              127418              5.2444
                   1              127423             1.64496
                   0              127428            0.700613
                   1              127433             1.99738
                   0              127438             1.52826
                   1              127443             1.68877
                   0              127448           0.0387022
                   1              127453             5.09175
                   0              127458            0.855404
                   1              127463             2.35207
                   0              127468             2.10809
                   1              127473             2.75055
                   0              127478            0.685799
                   1              127483             1.91113
                   0              127488             2.28098
                   1              127493             5.66049
                   0              127498            0.862671
                   1              127503              8.5111
                   0              127508            0.618236
                   1              127513            0.654572
                   0              127518            0.475312
                   1              127523            0.332877
                   0              127528            0.460128
                   1              127533             3.07743
                   0              127538             1.51876
                   1              127543             2.10852
                   0              127548            0.406184
                   1              127553             1.10514
                   0              127558             3.47461
                   1              127563               0.508
                   0              127568              2.3224
                   1              127573             8.99476
                   0              127578            0.376707
                   1              127583             2.32115
                   0              127588             1.04636
                   1              127593            0.721296
                   0              127598             1.16157
                   1              127603             2.98259
                   0              127608           0.0238145
                   1              127613             3.88464
                   0              127618            0.030128
                   1              127623             1.07764
                   0              127628             4.49639
                   1              127633             5.58187
                   0              127638            0.884681
                   1              127643             1.88116
                   0              127648            0.373942
                   1              127653             1.77958
                   0              127658             2.11471
                   1              127663             5.47221
                   0              127668           0.0640397
                   1              127673             1.51023
                   0              127678             4.59376
                   1              127683             4.54368
                   0              127688             3.02068
                   1              127693             5.42122
                   0              127698             1.36947
                   1              127703             1.02827
                   0              127708            0.553025
                   1              127713            0.368574
                   0              127718            0.687671
                   1              127723             5.02808
                   0              127728             6.22375
                   1              127733             1.71307
                   0              127738            0.570461
                   1              127743             4.73466
                   0              127748             1.82537
                   1              127753             2.91182
                   0              127758            0.165374
                   1              127763            0.331126
                   0              127768            0.124733
                   1              127773           0.0537811
                   0              127778              1.2134
                   1              127783            0.369813
                   0              127788             1.92007
                   1              127793            0.177023
                   0              127798             1.60086
                   1              127803             7.22981
                   0              127808            0.287147
                   1              127813             6.14999
                   0              127818             1.60785
                   1              127823            0.676883
                   0              127828             8.29561
                   1              127833            0.617288
                   0              127838            0.869105
                   1              127843            0.608842
                   0              127848             3.46991
                   1              127853              1.0137
                   0              127858             2.47733
                   1              127863            0.236397
                   0              127868              1.8101
                   1              127873             2.82608
                   0              127878            0.776527
                   1              127883             6.53382
                   0              127888             2.56358
                   1              127893              1.0664
                   0              127898             1.09622
                   1              127903             5.34619
                   0              127908             2.10681
                   1              127913             3.79722
                   0              127918              0.8993
                   1              127923             2.35239
                   0              127928             1.21307
                   1              127933             6.25108
                   0              127938             2.86325
                   1              127943             1.64181
                   0              127948             7.57089
                   1              127953             1.51482
                   0              127958            0.652074
